,Unnamed: 0,title,startYear,tconst,titleType,runtimeMinutes,genres,averageRating,numVotes,ordering,region,language,primaryName,birthYear,deathYear,primaryProfession
0,0,Cabiria,1914,tt0003740,movie,148.0,"Adventure,Drama,History",7.1,3224.0,17.0,FR,\N,Giovanni Pastrone,1883,1959,"director,writer,producer"
1,1,Intolérance,1916,tt0006864,movie,163.0,"Drama,History",7.7,14377.0,27.0,FR,\N,D.W. Griffith,1875,1948,"director,writer,producer"
2,4,Le lys brisé,1919,tt0009968,movie,90.0,"Drama,Romance",7.3,9532.0,15.0,FR,\N,D.W. Griffith,1875,1948,"director,writer,producer"
3,10,À travers l'orage,1920,tt0011841,movie,145.0,"Drama,Romance",7.4,5098.0,11.0,FR,\N,D.W. Griffith,1875,1948,"director,writer,producer"
4,15,Les deux orphelines,1921,tt0012532,movie,150.0,"Drama,History,Romance",7.3,4797.0,6.0,FR,\N,D.W. Griffith,1875,1948,"director,writer,producer"
5,2,Les proscrits,1918,tt0008879,movie,136.0,Drama,7.2,1577.0,12.0,FR,\N,Victor Sjöström,1879,1960,"director,actor,writer"
6,13,La charrette fantôme,1921,tt0012364,movie,107.0,"Drama,Fantasy,Horror",8.1,10920.0,5.0,FR,\N,Victor Sjöström,1879,1960,"director,actor,writer"
7,27,Larmes de clown,1924,tt0014972,movie,95.0,"Drama,Romance,Thriller",7.8,3341.0,3.0,FR,\N,Victor Sjöström,1879,1960,"director,actor,writer"
8,53,La lettre écarlate,1926,tt0017350,movie,115.0,Drama,7.6,1567.0,7.0,FR,\N,Victor Sjöström,1879,1960,"director,actor,writer"
9,90,Le vent,1928,tt0019585,movie,95.0,"Drama,Romance,Thriller",8.0,6098.0,16.0,FR,\N,Victor Sjöström,1879,1960,"director,actor,writer"
10,3,Miss Milliard,1919,tt0009893,movie,60.0,Comedy,7.2,1699.0,10.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
11,6,La poupée,1919,tt0010600,movie,66.0,"Comedy,Fantasy",7.4,1753.0,3.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
12,116,Le lieutenant souriant,1931,tt0022074,movie,93.0,"Comedy,Musical,Romance",7.2,3335.0,22.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
13,148,Haute pègre,1932,tt0023622,movie,83.0,"Comedy,Crime,Romance",8.0,13269.0,9.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
14,154,Sérénade à trois,1933,tt0023940,movie,91.0,"Comedy,Romance",7.5,5927.0,17.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
15,236,Ange,1937,tt0028575,movie,91.0,"Comedy,Drama,Romance",7.3,2347.0,6.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
16,274,La huitième femme de Barbe-bleue,1938,tt0029929,movie,85.0,"Comedy,Romance",7.3,3409.0,12.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
17,317,Ninotchka,1939,tt0031725,movie,110.0,"Comedy,Romance",7.9,19224.0,7.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
18,360,Rendez-vous,1940,tt0033045,movie,99.0,"Comedy,Drama,Romance",8.1,28805.0,9.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
19,432,Jeux dangereux,1942,tt0035446,movie,99.0,"Comedy,War",8.2,30840.0,2.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
20,443,Le ciel peut attendre,1943,tt0035979,movie,112.0,"Comedy,Drama,Fantasy",7.5,9725.0,20.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
21,532,La folle ingénue,1946,tt0038419,movie,100.0,"Comedy,Romance,War",7.5,3032.0,16.0,FR,\N,Ernst Lubitsch,1892,1947,"director,actor,writer"
22,5,Le cabinet du docteur Caligari,1920,tt0010323,movie,76.0,"Fantasy,Horror,Mystery",8.1,58070.0,21.0,FR,\N,Robert Wiene,1873,1938,"writer,director,producer"
23,8,Le Signe de Zorro,1920,tt0011439,movie,79.0,"Adventure,Romance,Western",7.1,2247.0,7.0,FR,\N,Fred Niblo,1874,1948,"director,actor,producer"
24,9,Satan,1920,tt0011565,movie,90.0,"Crime,Drama,Horror",7.4,2082.0,4.0,FR,\N,Wallace Worsley,1878,1944,"director,actor,miscellaneous"
25,11,Les quatre cavaliers de l'apocalypse,1921,tt0012190,movie,150.0,"Drama,Romance,War",7.2,3104.0,21.0,FR,\N,Rex Ingram,1892,1950,"director,actor,writer"
26,12,Le Kid,1921,tt0012349,movie,68.0,"Comedy,Drama,Family",8.3,115127.0,10.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
27,21,Le pélerin,1923,tt0014358,movie,47.0,Comedy,7.4,4569.0,23.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
28,43,La ruée vers l'or,1925,tt0015864,movie,95.0,"Adventure,Comedy,Drama",8.2,102359.0,5.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
29,72,Le cirque,1928,tt0018773,movie,72.0,"Comedy,Romance",8.1,30663.0,5.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
30,111,Les lumières de la ville,1931,tt0021749,movie,87.0,"Comedy,Drama,Romance",8.5,169758.0,26.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
31,221,Les temps modernes,1936,tt0027977,movie,87.0,"Comedy,Drama,Family",8.5,220734.0,32.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
32,344,Le Dictateur,1940,tt0032553,movie,125.0,"Comedy,Drama,War",8.4,205315.0,17.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
33,585,Monsieur Verdoux,1947,tt0039631,movie,124.0,"Comedy,Crime,Drama",7.9,16089.0,14.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
34,799,Les feux de la rampe,1952,tt0044837,movie,137.0,"Drama,Music,Romance",8.1,18484.0,9.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
35,1006,Un roi à New York,1957,tt0050598,movie,110.0,"Comedy,Drama",7.1,7465.0,18.0,FR,\N,Charles Chaplin,1889,1977,"writer,soundtrack,actor"
36,14,Les trois lumières,1921,tt0012494,movie,97.0,"Drama,Fantasy,Thriller",7.7,5417.0,3.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
37,16,Mabuse le démon du crime,1922,tt0013086,movie,242.0,"Crime,Mystery,Thriller",7.9,7632.0,15.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
38,32,"Les Nibelungen, la vengeance de Kriemhild",1924,tt0015174,movie,129.0,"Adventure,Drama,Fantasy",7.9,4024.0,1.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
39,33,Les Nibelungen: la mort de Siegfried,1924,tt0015175,movie,143.0,"Adventure,Drama,Fantasy",8.1,5295.0,7.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
40,85,Les espions,1928,tt0019415,movie,150.0,"Romance,Thriller",7.6,3176.0,21.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
41,92,La femme sur la lune,1929,tt0019901,movie,156.0,"Adventure,Comedy,Drama",7.3,3077.0,20.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
42,118,M le maudit,1931,tt0022100,movie,117.0,"Crime,Mystery,Thriller",8.3,145116.0,32.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
43,146,Le testament du docteur Mabuse,1933,tt0023563,movie,122.0,"Crime,Horror,Mystery",8.0,11594.0,17.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
44,216,Fureur,1936,tt0027652,movie,92.0,"Crime,Drama,Film-Noir",7.9,11342.0,17.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
45,268,J'ai le droit de vivre,1937,tt0029808,movie,86.0,"Crime,Drama,Film-Noir",7.3,5999.0,24.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
46,386,Chasse à l'homme,1941,tt0033873,movie,105.0,"Drama,Thriller,War",7.3,4820.0,16.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
47,442,Les bourreaux meurent aussi,1943,tt0035966,movie,134.0,"Drama,Film-Noir,Thriller",7.5,4762.0,4.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
48,476,Le ministère de la peur,1944,tt0037075,movie,86.0,"Crime,Drama,Film-Noir",7.2,7048.0,22.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
49,493,La Femme au portrait,1944,tt0037469,movie,107.0,"Crime,Drama,Film-Noir",7.7,14393.0,32.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
50,521,La rue rouge,1945,tt0038057,movie,102.0,"Drama,Film-Noir,Thriller",7.8,14858.0,20.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
51,706,Au fil de l'eau,1950,tt0042579,movie,83.0,"Crime,Drama,Film-Noir",7.1,3072.0,24.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
52,789,Le démon s'éveille la nuit,1952,tt0044502,movie,105.0,"Drama,Film-Noir,Romance",7.1,5724.0,19.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
53,826,Règlement de comptes,1953,tt0045555,movie,89.0,"Crime,Film-Noir,Thriller",8.0,23974.0,47.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
54,874,Désirs humains,1954,tt0047101,movie,91.0,"Drama,Film-Noir,Romance",7.1,4536.0,29.0,FR,\N,Fritz Lang,1890,1976,"director,writer,producer"
55,17,La sorcellerie à travers les âges,1922,tt0013257,movie,91.0,"Documentary,Fantasy,History",7.7,12648.0,15.0,FR,\N,Benjamin Christensen,1879,1959,"director,writer,actor"
56,18,Nanouk l'Esquimau,1922,tt0013427,movie,78.0,Documentary,7.6,11103.0,12.0,FR,\N,Robert J. Flaherty,1884,1951,"director,writer,producer"
57,180,"Aran, l'île des tempêtes",1934,tt0025456,movie,76.0,Documentary,7.3,1986.0,6.0,FR,\N,Robert J. Flaherty,1884,1951,"director,writer,producer"
58,19,Nosferatu le vampire,1922,tt0013442,movie,94.0,"Fantasy,Horror",7.9,89567.0,3.0,FR,\N,F.W. Murnau,1888,1931,"director,writer,producer"
59,29,Le dernier rire,1924,tt0015064,movie,77.0,Drama,8.1,12861.0,18.0,FR,\N,F.W. Murnau,1888,1931,"director,writer,producer"
60,48,Faust,1926,tt0016847,movie,107.0,"Drama,Fantasy,Horror",8.1,14069.0,9.0,FR,\N,F.W. Murnau,1888,1931,"director,writer,producer"
61,54,Tartuffe,1925,tt0017448,movie,74.0,Drama,7.1,2224.0,24.0,FR,\N,F.W. Murnau,1888,1931,"director,writer,producer"
62,66,L'aurore,1927,tt0018455,movie,94.0,"Drama,Romance",8.1,47218.0,29.0,FR,\N,F.W. Murnau,1888,1931,"director,writer,producer"
63,101,L'intruse,1930,tt0020768,movie,77.0,"Drama,Romance",7.8,2944.0,18.0,FR,\N,F.W. Murnau,1888,1931,"director,writer,producer"
64,22,La tragédie de Sisif,1923,tt0014417,movie,417.0,Drama,7.5,1975.0,17.0,FR,\N,Abel Gance,1889,1981,"writer,director,editor"
65,63,Napoléon,1927,tt0018192,movie,330.0,"Biography,Drama,History",8.1,7099.0,20.0,FR,\N,Abel Gance,1889,1981,"writer,director,editor"
66,28,Le cheval de fer,1924,tt0015016,movie,150.0,"History,Romance,Western",7.2,1976.0,9.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
67,198,Le mouchard,1935,tt0026529,movie,91.0,"Crime,Drama",7.4,5778.0,21.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
68,207,Toute la ville en parle,1935,tt0027214,movie,93.0,"Comedy,Crime,Drama",7.3,2452.0,22.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
69,227,Je n'ai pas tué Lincoln,1936,tt0028141,movie,96.0,"Biography,Drama,History",7.3,2007.0,7.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
70,248,Hurricane,1937,tt0029030,movie,110.0,"Action,Drama,Romance",7.2,2345.0,1.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
71,267,La mascotte du régiment,1937,tt0029751,movie,100.0,"Adventure,Family",7.1,1507.0,18.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
72,304,Sur la piste des Mohawks,1939,tt0031252,movie,104.0,"Drama,History,Romance",7.1,5697.0,26.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
73,324,La Chevauchée fantastique,1939,tt0031971,movie,96.0,"Adventure,Drama,Western",7.8,44289.0,12.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
74,329,Vers sa destinée,1939,tt0032155,movie,100.0,"Biography,Drama,History",7.6,7537.0,2.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
75,343,Les raisins de la colère,1940,tt0032551,movie,129.0,"Drama,History",8.0,86100.0,12.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
76,379,Qu'elle était verte ma vallée,1941,tt0033729,movie,118.0,"Drama,Family",7.7,21641.0,28.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
77,545,La poursuite infernale,1946,tt0038762,movie,97.0,"Biography,Drama,Romance",7.8,21745.0,15.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
78,599,Le fils du désert,1948,tt0040064,movie,106.0,"Drama,Western",7.1,8532.0,24.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
79,610,Le Massacre de Fort-Apache,1948,tt0040369,movie,128.0,"Action,Adventure,Western",7.5,16570.0,28.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
80,675,La charge héroïque,1949,tt0041866,movie,104.0,Western,7.3,16113.0,7.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
81,720,Rio Grande,1950,tt0042895,movie,105.0,"Romance,Western",7.1,14636.0,1.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
82,732,Le convoi des braves,1950,tt0043117,movie,86.0,"Adventure,Western",7.1,4409.0,9.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
83,809,L'homme tranquille,1952,tt0045061,movie,129.0,"Comedy,Drama,Romance",7.7,35345.0,36.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
84,923,Ce n'est qu'un au revoir...,1955,tt0048312,movie,138.0,"Biography,Comedy,Drama",7.2,2525.0,12.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
85,981,La Prisonnière du désert,1956,tt0049730,movie,119.0,"Adventure,Drama,Western",7.9,81151.0,22.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
86,1057,La dernière fanfare,1958,tt0051845,movie,121.0,"Comedy,Drama",7.4,3118.0,22.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
87,1096,Les cavaliers,1959,tt0052902,movie,120.0,"Adventure,Romance,War",7.2,9587.0,1.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
88,1171,Le sergent noir,1960,tt0054292,movie,111.0,"Crime,Western",7.4,4113.0,10.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
89,1274,L'homme qui tua Liberty Valance,1962,tt0056217,movie,123.0,"Drama,Western",8.1,69553.0,40.0,FR,\N,John Ford,1894,1973,"director,producer,actor"
90,30,Michael,1924,tt0015136,movie,93.0,"Drama,Romance",7.1,1598.0,14.0,FR,\N,Carl Theodor Dreyer,1889,1968,"writer,director,editor"
91,40,Le maître du logis,1925,tt0015768,movie,111.0,"Comedy,Drama",7.1,1777.0,10.0,FR,\N,Carl Theodor Dreyer,1889,1968,"writer,director,editor"
92,79,La passion de Jeanne d'Arc,1928,tt0019254,movie,110.0,"Biography,Drama,History",8.1,48580.0,3.0,FR,\N,Carl Theodor Dreyer,1889,1968,"writer,director,editor"
93,150,"Vampyr, ou l'étrange aventure de David Gray",1932,tt0023649,movie,75.0,"Fantasy,Horror",7.5,16133.0,29.0,FR,\N,Carl Theodor Dreyer,1889,1968,"writer,director,editor"
94,457,Dies irae,1943,tt0036506,movie,97.0,"Drama,History",8.1,9324.0,18.0,FR,\N,Carl Theodor Dreyer,1889,1968,"writer,director,editor"
95,932,La parole,1955,tt0048452,movie,126.0,Drama,8.3,14251.0,7.0,FR,\N,Carl Theodor Dreyer,1889,1968,"writer,director,editor"
96,34,Le rayon invisible,1925,tt0015214,movie,59.0,Sci-Fi,7.2,1584.0,11.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
97,106,Sous les toits de Paris,1930,tt0021409,movie,96.0,"Comedy,Drama,Musical",7.1,2031.0,13.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
98,120,Le million,1931,tt0022150,movie,91.0,"Comedy,Musical",7.4,3215.0,14.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
99,126,À nous la liberté!,1931,tt0022599,movie,104.0,"Comedy,Musical",7.5,4111.0,22.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
100,415,Ma femme est une Sorciere,1942,tt0034881,movie,77.0,"Comedy,Fantasy,Romance",7.1,7103.0,3.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
101,469,C'est arrivé demain,1944,tt0036962,movie,85.0,"Comedy,Fantasy",7.1,2004.0,11.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
102,495,Dix petits indiens,1945,tt0037515,movie,97.0,"Crime,Drama,Mystery",7.5,13287.0,14.0,FR,\N,René Clair,1898,1981,"writer,director,producer"
103,35,Sherlock Junior,1924,tt0015324,movie,45.0,"Action,Comedy,Romance",8.2,42935.0,16.0,FR,\N,Buster Keaton,1895,1966,"actor,writer,director"
104,42,Ma vache et moi,1925,tt0015863,movie,69.0,"Comedy,Western",7.2,3903.0,23.0,FR,\N,Buster Keaton,1895,1966,"actor,writer,director"
105,45,Fiancées en folie,1925,tt0016332,movie,56.0,"Comedy,Romance",7.9,9406.0,13.0,FR,\N,Buster Keaton,1895,1966,"actor,writer,director"
106,36,La grève,1925,tt0015361,movie,82.0,Drama,7.6,7208.0,18.0,FR,\N,Sergei M. Eisenstein,1898,1948,"director,writer,editor"
107,39,Le cuirassé Potemkine,1925,tt0015648,movie,75.0,"Drama,History,Thriller",8.0,53652.0,4.0,FR,\N,Sergei M. Eisenstein,1898,1948,"director,writer,editor"
108,512,Ivan le terrible,1944,tt0037824,movie,103.0,"Biography,Drama,History",7.8,9185.0,6.0,FR,\N,Sergei M. Eisenstein,1898,1948,"director,writer,editor"
109,1054,Ivan le terrible - deuxième partie: La conjuration des boyards,1958,tt0051790,movie,88.0,"Biography,History",7.9,6804.0,25.0,FR,\N,Sergei M. Eisenstein,1898,1948,"director,writer,editor"
110,2109,Que viva Mexico!,1979,tt0079020,movie,90.0,"Documentary,Drama,Western",7.5,1587.0,11.0,FR,\N,Sergei M. Eisenstein,1898,1948,"director,writer,editor"
111,44,Les rapaces,1924,tt0015881,movie,140.0,"Drama,Thriller,Western",8.1,9156.0,17.0,FR,\N,Erich von Stroheim,1885,1957,"actor,writer,director"
112,88,L'homme de fer (2 partie de Symphonie nuptiale),1928,tt0019558,movie,113.0,Drama,7.4,1554.0,11.0,FR,\N,Erich von Stroheim,1885,1957,"actor,writer,director"
113,46,Le club des trois,1925,tt0016473,movie,86.0,"Crime,Drama,Romance",7.2,1690.0,14.0,FR,\N,Tod Browning,1880,1962,"director,actor,writer"
114,68,L'inconnu,1927,tt0018528,movie,63.0,"Drama,Horror,Romance",7.8,7361.0,7.0,FR,\N,Tod Browning,1880,1962,"director,actor,writer"
115,89,Le talion,1928,tt0019563,movie,65.0,"Drama,Mystery",7.2,1626.0,2.0,FR,\N,Tod Browning,1880,1962,"director,actor,writer"
116,132,La Parade des monstres,1932,tt0022913,movie,64.0,"Drama,Horror",7.9,42453.0,16.0,FR,\N,Tod Browning,1880,1962,"director,actor,writer"
117,47,Le pirate noir,1926,tt0016654,movie,88.0,"Action,Adventure",7.1,1718.0,11.0,FR,\N,Albert Parker,1885,1974,"director,producer,actor"
118,49,La chair et le diable,1926,tt0016884,movie,112.0,"Drama,Romance",7.6,3977.0,1.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
119,235,Sa femme et sa secrétaire,1936,tt0028505,movie,88.0,"Comedy,Drama,Romance",7.1,3108.0,12.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
120,339,La vie de Thomas Edison,1940,tt0032432,movie,107.0,"Biography,Drama",7.1,1505.0,5.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
121,367,Viens avec moi,1941,tt0033477,movie,86.0,"Comedy,Romance",7.1,1753.0,13.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
122,480,Le grand National,1944,tt0037120,movie,123.0,"Drama,Family,Sport",7.3,6493.0,11.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
123,565,Jody et le Faon,1946,tt0039111,movie,128.0,"Drama,Family,Western",7.2,5384.0,18.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
124,659,L'intrus,1949,tt0041513,movie,87.0,"Crime,Drama",7.6,1996.0,2.0,FR,\N,Clarence Brown,1890,1987,"director,producer,editor"
125,50,Une page folle,1926,tt0017048,movie,70.0,"Drama,Horror,Thriller",7.5,2981.0,13.0,FR,\N,Teinosuke Kinugasa,1896,1982,"director,actor,writer"
126,839,La porte de l'enfer,1953,tt0045935,movie,89.0,"Drama,History",7.2,3294.0,26.0,FR,\N,Teinosuke Kinugasa,1896,1982,"director,actor,writer"
127,51,Les cheveux d'or,1927,tt0017075,movie,92.0,"Crime,Drama,Mystery",7.3,10539.0,30.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
128,193,Les 39 marches,1935,tt0026029,movie,86.0,"Crime,Mystery,Thriller",7.6,52564.0,34.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
129,284,Une femme disparaît,1938,tt0030341,movie,96.0,"Mystery,Thriller",7.8,48056.0,12.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
130,341,Cet homme est un espion,1940,tt0032484,movie,120.0,"Action,Romance,Thriller",7.5,18751.0,20.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
131,356,Rebecca,1940,tt0032976,movie,130.0,"Drama,Mystery,Romance",8.1,125318.0,4.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
132,396,Soupçons,1941,tt0034248,movie,99.0,"Film-Noir,Mystery,Thriller",7.4,33284.0,16.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
133,428,Cinquième colonne,1942,tt0035279,movie,109.0,"Thriller,War",7.1,23694.0,4.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
134,453,L'ombre d'un doute,1943,tt0036342,movie,108.0,"Film-Noir,Thriller",7.8,60198.0,20.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
135,472,Canot de sauvetage,1944,tt0037017,movie,97.0,"Drama,War",7.6,26703.0,22.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
136,523,La Maison du Dr Edwardes,1945,tt0038109,movie,111.0,"Film-Noir,Mystery,Romance",7.6,43904.0,45.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
137,547,Les enchaînés,1946,tt0038787,movie,102.0,"Drama,Film-Noir,Romance",7.9,92996.0,25.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
138,630,La Corde,1948,tt0040746,movie,80.0,"Crime,Drama,Mystery",8.0,131203.0,32.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
139,725,Le Grand Alibi,1950,tt0042994,movie,110.0,"Film-Noir,Mystery,Thriller",7.1,12914.0,29.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
140,777,L'Inconnu du Nord-Express,1951,tt0044079,movie,101.0,"Crime,Film-Noir,Thriller",7.9,124155.0,26.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
141,838,La loi du silence,1953,tt0045897,movie,95.0,"Crime,Drama,Thriller",7.3,19286.0,20.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
142,886,Fenêtre sur cour,1954,tt0047396,movie,112.0,"Mystery,Thriller",8.4,448606.0,57.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
143,944,La main au collet,1955,tt0048728,movie,106.0,"Mystery,Romance,Thriller",7.4,66138.0,28.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
144,946,Mais qui a tué Harry?,1955,tt0048750,movie,99.0,"Comedy,Mystery",7.1,34126.0,30.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
145,971,L'homme qui en savait trop,1956,tt0049470,movie,120.0,"Drama,Thriller",7.4,59261.0,19.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
146,1034,Le faux coupable,1956,tt0051207,movie,105.0,"Drama,Film-Noir",7.4,26015.0,19.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
147,1075,Sueurs froides,1958,tt0052357,movie,128.0,"Mystery,Romance,Thriller",8.3,368459.0,20.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
148,1107,La mort aux trousses,1959,tt0053125,movie,136.0,"Adventure,Mystery,Thriller",8.3,301985.0,5.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
149,1166,Psychose,1960,tt0054215,movie,109.0,"Horror,Mystery,Thriller",8.5,610871.0,22.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
150,1300,Les Oiseaux,1963,tt0056869,movie,119.0,"Drama,Horror,Mystery",7.7,173254.0,3.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
151,1384,Pas de printemps pour Marnie,1964,tt0058329,movie,130.0,"Crime,Drama,Mystery",7.2,45737.0,24.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
152,1785,Frenzy,1972,tt0068611,movie,116.0,Thriller,7.4,41908.0,35.0,FR,\N,Alfred Hitchcock,1899,1980,"director,producer,actor"
153,52,La mère,1926,tt0017128,movie,89.0,Drama,7.5,2545.0,15.0,FR,\N,Vsevolod Pudovkin,1893,1953,"director,actor,writer"
154,81,Tempête sur l'Asie,1928,tt0019286,movie,127.0,"Drama,War",7.1,1895.0,23.0,FR,\N,Vsevolod Pudovkin,1893,1953,"director,actor,writer"
155,55,"Berlin, symphonie d'une grande ville",1927,tt0017668,movie,65.0,Documentary,7.6,4031.0,19.0,FR,\N,Walter Ruttmann,1887,1941,"director,writer,editor"
156,56,La volonté du mort,1927,tt0017739,movie,108.0,"Comedy,Horror,Mystery",7.1,2744.0,2.0,FR,\N,Paul Leni,1885,1929,"art_director,director,production_designer"
157,78,L'homme qui rit,1928,tt0019130,movie,110.0,"Drama,Mystery,Romance",7.7,6122.0,14.0,FR,\N,Paul Leni,1885,1929,"art_director,director,production_designer"
158,61,Le roi des rois,1927,tt0018054,movie,160.0,"Biography,Drama,History",7.2,1939.0,10.0,FR,\N,Cecil B. DeMille,1881,1959,"producer,director,editor"
159,325,Pacific Express,1939,tt0032080,movie,135.0,"Adventure,Drama,Romance",7.1,2656.0,19.0,FR,\N,Cecil B. DeMille,1881,1959,"producer,director,editor"
160,987,Les dix commandements,1956,tt0049833,movie,220.0,"Adventure,Drama",7.9,64557.0,31.0,FR,\N,Cecil B. DeMille,1881,1959,"producer,director,editor"
161,65,L'Heure suprême !,1927,tt0018379,movie,110.0,"Drama,Romance",7.6,3242.0,20.0,FR,\N,Frank Borzage,1894,1962,"actor,director,producer"
162,87,L'ange de la rue,1928,tt0019429,movie,102.0,Drama,7.4,2171.0,22.0,FR,\N,Frank Borzage,1894,1962,"actor,director,producer"
